ano,mun,tipo_parto,qtde_partos,id_option_f1,nome_option_f1,id_option_f2,nome_option_f2,id_option_f3,nome_option_f3,id_option_f7,nome_option_f7
1998.0,521580,Vaginal,47,521580.0,Palmelo,12.0,Estrada de Ferro,5.0,Centro Sudeste,1998.0,1998
2017.0,521210,Vaginal,43,521210.0,Joviânia,17.0,Sul,5.0,Centro Sudeste,2017.0,2017
2017.0,521640,Cesárea,47,521640.0,Paraúna,16.0,Oeste II,4.0,Centro Oeste,2017.0,2017
2011.0,520640,Cesárea,18,520640.0,Crixás,14.0,São Patrício I,1.0,Centro Norte,2011.0,2011
2011.0,521377,Vaginal,36,521377.0,Montividiu do Norte,15.0,Norte,1.0,Centro Norte,2011.0,2011
2011.0,521920,Cesárea,3,521920.0,Santa Cruz de Goiás,12.0,Estrada de Ferro,5.0,Centro Sudeste,2011.0,2011
2011.0,521250,Vaginal,2670,521250.0,Luziânia,6.0,Entorno Sul,3.0,Nordeste,2011.0,2011
2018.0,522068,Cesárea,32,522068.0,Simolândia,10.0,Nordeste II,3.0,Nordeste,2018.0,2018
1999.0,522000,Vaginal,129,522000.0,São João d'Aliança,7.0,Entorno Norte,3.0,Nordeste,1999.0,1999
2025.0,520485,Cesárea,55,520485.0,Campo Limpo de Goiás,5.0,Pireneus,1.0,Centro Norte,2025.0,2025
2012.0,522100,Vaginal,44,522100.0,Taquaral de Goiás,1.0,Central,4.0,Centro Oeste,2012.0,2012
2012.0,521540,Cesárea,8,521540.0,Ouro Verde de Goiás,1.0,Central,4.0,Centro Oeste,2012.0,2012
2000.0,521580,Vaginal,36,521580.0,Palmelo,12.0,Estrada de Ferro,5.0,Centro Sudeste,2000.0,2000
2025.0,520830,Vaginal,34,520830.0,Divinópolis de Goiás,9.0,Nordeste I,3.0,Nordeste,2025.0,2025
2022.0,520840,Vaginal,108,520840.0,Goianápolis,5.0,Pireneus,1.0,Centro Norte,2022.0,2022
2014.0,520547,Cesárea,108,520547.0,Chapadão do Céu,8.0,Sudoeste II,2.0,Sudoeste,2014.0,2014
2014.0,521130,Vaginal,62,521130.0,Itarumã,2.0,Sudoeste I,2.0,Sudoeste,2014.0,2014
2015.0,520130,Vaginal,172,520130.0,Anicuns,1.0,Central,4.0,Centro Oeste,2015.0,2015
2024.0,521000,Vaginal,465,521000.0,Inhumas,1.0,Central,4.0,Centro Oeste,2024.0,2024
2025.0,521010,Vaginal,122,521010.0,Ipameri,12.0,Estrada de Ferro,5.0,Centro Sudeste,2025.0,2025
2024.0,521015,Cesárea,5,521015.0,Ipiranga de Goiás,14.0,São Patrício I,1.0,Centro Norte,2024.0,2024
2021.0,522140,Cesárea,743,522140.0,Trindade,1.0,Central,4.0,Centro Oeste,2021.0,2021
2024.0,521760,Vaginal,1064,521760.0,Planaltina,7.0,Entorno Norte,3.0,Nordeste,2024.0,2024
2023.0,521770,Cesárea,40,521770.0,Pontalina,3.0,Centro Sul,5.0,Centro Sudeste,2023.0,2023
2024.0,521810,Cesárea,17,521810.0,Portelândia,8.0,Sudoeste II,2.0,Sudoeste,2024.0,2024
1995.0,521160,Vaginal,41,521160.0,Ivolândia,18.0,Oeste I,4.0,Centro Oeste,1995.0,1995
1994.0,520330,Vaginal,240,520330.0,Bela Vista de Goiás,3.0,Centro Sul,5.0,Centro Sudeste,1994.0,1994
1996.0,522200,Vaginal,202,522200.0,Vianópolis,3.0,Centro Sul,5.0,Centro Sudeste,1996.0,1996
2016.0,520030,Vaginal,304,520030.0,Alexânia,5.0,Pireneus,1.0,Centro Norte,2016.0,2016
2008.0,522026,Vaginal,42,522026.0,São Miguel do Passa Quatro,3.0,Centro Sul,5.0,Centro Sudeste,2008.0,2008
1997.0,520860,Vaginal,1095,520860.0,Goianésia,13.0,São Patrício II,1.0,Centro Norte,1997.0,1997
2003.0,520280,Vaginal,20,520280.0,Avelinópolis,1.0,Central,4.0,Centro Oeste,2003.0,2003
2020.0,520425,Vaginal,32,520425.0,Cachoeira Dourada,17.0,Sul,5.0,Centro Sudeste,2020.0,2020
2010.0,520150,Vaginal,64,520150.0,Aporé,8.0,Sudoeste II,2.0,Sudoeste,2010.0,2010
2020.0,522070,Cesárea,1,522070.0,Sítio d'Abadia,10.0,Nordeste II,3.0,Nordeste,2020.0,2020
2020.0,521890,Vaginal,213,521890.0,Rubiataba,14.0,São Patrício I,1.0,Centro Norte,2020.0,2020
2020.0,521470,Vaginal,31,521470.0,Nova América,14.0,São Patrício I,1.0,Centro Norte,2020.0,2020
2017.0,521486,Cesárea,18,521486.0,Nova Glória,14.0,São Patrício I,1.0,Centro Norte,2017.0,2017
2017.0,521990,Vaginal,53,521990.0,São Francisco de Goiás,1.0,Central,4.0,Centro Oeste,2017.0,2017
2018.0,520025,Cesárea,201,520025.0,Águas Lindas de Goiás,6.0,Entorno Sul,3.0,Nordeste,2018.0,2018
2011.0,521483,Cesárea,8,521483.0,Nova Crixás,11.0,Rio Vermelho,4.0,Centro Oeste,2011.0,2011
2005.0,520815,Vaginal,36,520815.0,Gameleira de Goiás,5.0,Pireneus,1.0,Centro Norte,2005.0,2005
2023.0,522157,Vaginal,20,522157.0,Uirapuru,14.0,São Patrício I,1.0,Centro Norte,2023.0,2023
2021.0,520055,Vaginal,77,520055.0,Alto Horizonte,4.0,Serra da Mesa,1.0,Centro Norte,2021.0,2021
2013.0,520590,Cesárea,36,520590.0,Corumbaíba,12.0,Estrada de Ferro,5.0,Centro Sudeste,2013.0,2013
2012.0,520990,Cesárea,35,520990.0,Iaciara,10.0,Nordeste II,3.0,Nordeste,2012.0,2012
2013.0,521405,Vaginal,39,521405.0,Mundo Novo,15.0,Norte,1.0,Centro Norte,2013.0,2013
2022.0,520440,Vaginal,140,520440.0,Caiapônia,8.0,Sudoeste II,2.0,Sudoeste,2022.0,2022
2012.0,522010,Vaginal,305,522010.0,São Luís de Montes Belos,16.0,Oeste II,4.0,Centro Oeste,2012.0,2012
2000.0,521600,Vaginal,30,521600.0,Panamá,17.0,Sul,5.0,Centro Sudeste,2000.0,2000
2006.0,521640,Vaginal,134,521640.0,Paraúna,16.0,Oeste II,4.0,Centro Oeste,2006.0,2006
2014.0,521270,Vaginal,109,521270.0,Mambaí,10.0,Nordeste II,3.0,Nordeste,2014.0,2014
2014.0,521520,Vaginal,35,521520.0,Novo Brasil,18.0,Oeste I,4.0,Centro Oeste,2014.0,2014
2021.0,521290,Cesárea,15,521290.0,Marzagão,12.0,Estrada de Ferro,5.0,Centro Sudeste,2021.0,2021
2025.0,520690,Vaginal,8,520690.0,Davinópolis,12.0,Estrada de Ferro,5.0,Centro Sudeste,2025.0,2025
2021.0,521010,Vaginal,147,521010.0,Ipameri,12.0,Estrada de Ferro,5.0,Centro Sudeste,2021.0,2021
2022.0,521830,Cesárea,132,521830.0,Posse,10.0,Nordeste II,3.0,Nordeste,2022.0,2022
2025.0,521910,Vaginal,21,521910.0,Santa Bárbara de Goiás,1.0,Central,4.0,Centro Oeste,2025.0,2025
2022.0,521960,Vaginal,12,521960.0,Santa Tereza de Goiás,15.0,Norte,1.0,Centro Norte,2022.0,2022
2022.0,522026,Cesárea,18,522026.0,São Miguel do Passa Quatro,3.0,Centro Sul,5.0,Centro Sudeste,2022.0,2022
2002.0,520630,Vaginal,38,520630.0,Cristianópolis,3.0,Centro Sul,5.0,Centro Sudeste,2002.0,2002
2008.0,521140,Vaginal,43,521140.0,Itauçu,1.0,Central,4.0,Centro Oeste,2008.0,2008
2008.0,520485,Vaginal,95,520485.0,Campo Limpo de Goiás,5.0,Pireneus,1.0,Centro Norte,2008.0,2008
2019.0,520015,Cesárea,1,520015.0,Adelândia,16.0,Oeste II,4.0,Centro Oeste,2019.0,2019
2019.0,522157,Vaginal,21,522157.0,Uirapuru,14.0,São Patrício I,1.0,Centro Norte,2019.0,2019
1998.0,520082,Vaginal,25,520082.0,Amaralina,4.0,Serra da Mesa,1.0,Centro Norte,1998.0,1998
2020.0,520570,Vaginal,19,520570.0,Córrego do Ouro,16.0,Oeste II,4.0,Centro Oeste,2020.0,2020
2017.0,520120,Cesárea,2,520120.0,Anhanguera,12.0,Estrada de Ferro,5.0,Centro Sudeste,2017.0,2017
2020.0,521270,Cesárea,16,521270.0,Mambaí,10.0,Nordeste II,3.0,Nordeste,2020.0,2020
2020.0,522040,Cesárea,153,522040.0,São Simão,2.0,Sudoeste I,2.0,Sudoeste,2020.0,2020
1998.0,521480,Vaginal,30,521480.0,Nova Aurora,12.0,Estrada de Ferro,5.0,Centro Sudeste,1998.0,1998
1998.0,521975,Vaginal,1442,521975.0,Santo Antônio do Descoberto,6.0,Entorno Sul,3.0,Nordeste,1998.0,1998
2017.0,521450,Vaginal,300,521450.0,Nerópolis,1.0,Central,4.0,Centro Oeste,2017.0,2017
2024.0,522108,Cesárea,2,522108.0,Teresina de Goiás,9.0,Nordeste I,3.0,Nordeste,2024.0,2024
2011.0,520753,Cesárea,2,520753.0,Faina,11.0,Rio Vermelho,4.0,Centro Oeste,2011.0,2011
2011.0,520830,Vaginal,63,520830.0,Divinópolis de Goiás,9.0,Nordeste I,3.0,Nordeste,2011.0,2011
1999.0,520505,Vaginal,24,520505.0,Castelândia,2.0,Sudoeste I,2.0,Sudoeste,1999.0,1999
2013.0,520010,Vaginal,114,520010.0,Abadiânia,5.0,Pireneus,1.0,Centro Norte,2013.0,2013
2005.0,520840,Vaginal,187,520840.0,Goianápolis,5.0,Pireneus,1.0,Centro Norte,2005.0,2005
2005.0,521060,Vaginal,69,521060.0,Itaguaru,13.0,São Patrício II,1.0,Centro Norte,2005.0,2005
2005.0,521805,Vaginal,40,521805.0,Porteirão,2.0,Sudoeste I,2.0,Sudoeste,2005.0,2005
2012.0,520160,Vaginal,37,520160.0,Araçu,1.0,Central,4.0,Centro Oeste,2012.0,2012
2024.0,520120,Vaginal,3,520120.0,Anhanguera,12.0,Estrada de Ferro,5.0,Centro Sudeste,2024.0,2024
1999.0,521980,Vaginal,160,521980.0,São Domingos,10.0,Nordeste II,3.0,Nordeste,1999.0,1999
2005.0,521486,Vaginal,97,521486.0,Nova Glória,14.0,São Patrício I,1.0,Centro Norte,2005.0,2005
2018.0,521450,Cesárea,210,521450.0,Nerópolis,1.0,Central,4.0,Centro Oeste,2018.0,2018
2024.0,520145,Vaginal,18,520145.0,Aparecida do Rio Doce,2.0,Sudoeste I,2.0,Sudoeste,2024.0,2024
2023.0,520180,Vaginal,70,520180.0,Aragoiânia,3.0,Centro Sul,5.0,Centro Sudeste,2023.0,2023
2023.0,520355,Cesárea,51,520355.0,Bonfinópolis,3.0,Centro Sul,5.0,Centro Sudeste,2023.0,2023
2023.0,520485,Cesárea,45,520485.0,Campo Limpo de Goiás,5.0,Pireneus,1.0,Centro Norte,2023.0,2023
2012.0,521370,Vaginal,75,521370.0,Montes Claros de Goiás,18.0,Oeste I,4.0,Centro Oeste,2012.0,2012
2013.0,522220,Cesárea,8,522220.0,Vila Boa,7.0,Entorno Norte,3.0,Nordeste,2013.0,2013
2012.0,521730,Cesárea,63,521730.0,Pirenópolis,5.0,Pireneus,1.0,Centro Norte,2012.0,2012
2000.0,521640,Vaginal,188,521640.0,Paraúna,16.0,Oeste II,4.0,Centro Oeste,2000.0,2000
2021.0,520870,Vaginal,11343,520870.0,Goiânia,1.0,Central,4.0,Centro Oeste,2021.0,2021
2014.0,520890,Vaginal,246,520890.0,Goiás,11.0,Rio Vermelho,4.0,Centro Oeste,2014.0,2014
2014.0,521056,Vaginal,42,521056.0,Itaguari,1.0,Central,4.0,Centro Oeste,2014.0,2014
2014.0,522020,Cesárea,37,522020.0,São Miguel do Araguaia,15.0,Norte,1.0,Centro Norte,2014.0,2014
2014.0,522200,Vaginal,126,522200.0,Vianópolis,3.0,Centro Sul,5.0,Centro Sudeste,2014.0,2014
2015.0,521295,Cesárea,10,521295.0,Matrinchã,11.0,Rio Vermelho,4.0,Centro Oeste,2015.0,2015
2014.0,520710,Vaginal,19,520710.0,Diorama,18.0,Oeste I,4.0,Centro Oeste,2014.0,2014
2001.0,520620,Vaginal,730,520620.0,Cristalina,6.0,Entorno Sul,3.0,Nordeste,2001.0,2001
2001.0,520760,Vaginal,70,520760.0,Fazenda Nova,18.0,Oeste I,4.0,Centro Oeste,2001.0,2001
2024.0,520915,Vaginal,19,520915.0,Gouvelândia,17.0,Sul,5.0,Centro Sudeste,2024.0,2024
2023.0,521100,Vaginal,40,521100.0,Itapirapuã,11.0,Rio Vermelho,4.0,Centro Oeste,2023.0,2023
2015.0,522155,Vaginal,44,522155.0,Turvelândia,2.0,Sudoeste I,2.0,Sudoeste,2015.0,2015
2024.0,521980,Cesárea,27,521980.0,São Domingos,10.0,Nordeste II,3.0,Nordeste,2024.0,2024
1994.0,521590,Vaginal,48,521590.0,Palminópolis,16.0,Oeste II,4.0,Centro Oeste,1994.0,1994
1995.0,520390,Vaginal,148,520390.0,Buriti Alegre,17.0,Sul,5.0,Centro Sudeste,1995.0,1995
2022.0,521470,Vaginal,9,521470.0,Nova América,14.0,São Patrício I,1.0,Centro Norte,2022.0,2022
2022.0,521560,Cesárea,170,521560.0,Padre Bernardo,13.0,São Patrício II,1.0,Centro Norte,2022.0,2022
2007.0,521440,Vaginal,82,521440.0,Nazário,1.0,Central,4.0,Centro Oeste,2007.0,2007
2002.0,520490,Vaginal,403,520490.0,Campos Belos,9.0,Nordeste I,3.0,Nordeste,2002.0,2002
2002.0,521390,Vaginal,64,521390.0,Mossâmedes,11.0,Rio Vermelho,4.0,Centro Oeste,2002.0,2002
2019.0,520015,Vaginal,23,520015.0,Adelândia,16.0,Oeste II,4.0,Centro Oeste,2019.0,2019
2019.0,521910,Cesárea,43,521910.0,Santa Bárbara de Goiás,1.0,Central,4.0,Centro Oeste,2019.0,2019
1997.0,521370,Vaginal,165,521370.0,Montes Claros de Goiás,18.0,Oeste I,4.0,Centro Oeste,1997.0,1997
2020.0,520015,Cesárea,6,520015.0,Adelândia,16.0,Oeste II,4.0,Centro Oeste,2020.0,2020
1998.0,520360,Vaginal,29,520360.0,Brazabrantes,1.0,Central,4.0,Centro Oeste,1998.0,1998
2020.0,521920,Vaginal,19,521920.0,Santa Cruz de Goiás,12.0,Estrada de Ferro,5.0,Centro Sudeste,2020.0,2020
2020.0,521940,Vaginal,34,521940.0,Santa Rita do Araguaia,8.0,Sudoeste II,2.0,Sudoeste,2020.0,2020
2017.0,520180,Cesárea,26,520180.0,Aragoiânia,3.0,Centro Sul,5.0,Centro Sudeste,2017.0,2017
2004.0,521860,Vaginal,176,521860.0,Rialma,14.0,São Patrício I,1.0,Centro Norte,2004.0,2004
2011.0,520470,Cesárea,17,520470.0,Campinorte,4.0,Serra da Mesa,1.0,Centro Norte,2011.0,2011
2018.0,520015,Cesárea,4,520015.0,Adelândia,16.0,Oeste II,4.0,Centro Oeste,2018.0,2018
2018.0,520180,Cesárea,41,520180.0,Aragoiânia,3.0,Centro Sul,5.0,Centro Sudeste,2018.0,2018
2018.0,520547,Cesárea,51,520547.0,Chapadão do Céu,8.0,Sudoeste II,2.0,Sudoeste,2018.0,2018
2018.0,520551,Vaginal,151,520551.0,Cocalzinho de Goiás,5.0,Pireneus,1.0,Centro Norte,2018.0,2018
2018.0,520750,Vaginal,26,520750.0,Estrela do Norte,15.0,Norte,1.0,Centro Norte,2018.0,2018
2005.0,520130,Vaginal,287,520130.0,Anicuns,1.0,Central,4.0,Centro Oeste,2005.0,2005
2011.0,521370,Vaginal,105,521370.0,Montes Claros de Goiás,18.0,Oeste I,4.0,Centro Oeste,2011.0,2011
1999.0,520990,Vaginal,265,520990.0,Iaciara,10.0,Nordeste II,3.0,Nordeste,1999.0,1999
2018.0,522180,Vaginal,13,522180.0,Urutaí,12.0,Estrada de Ferro,5.0,Centro Sudeste,2018.0,2018
2012.0,520880,Vaginal,509,520880.0,Goianira,1.0,Central,4.0,Centro Oeste,2012.0,2012
2013.0,521380,Cesárea,220,521380.0,Morrinhos,17.0,Sul,5.0,Centro Sudeste,2013.0,2013
2025.0,520330,Cesárea,230,520330.0,Bela Vista de Goiás,3.0,Centro Sul,5.0,Centro Sudeste,2025.0,2025
2025.0,520430,Vaginal,49,520430.0,Caçu,2.0,Sudoeste I,2.0,Sudoeste,2025.0,2025
2012.0,521350,Vaginal,94,521350.0,Monte Alegre de Goiás,9.0,Nordeste I,3.0,Nordeste,2012.0,2012
2000.0,521140,Vaginal,104,521140.0,Itauçu,1.0,Central,4.0,Centro Oeste,2000.0,2000
2000.0,521720,Vaginal,218,521720.0,Piranhas,18.0,Oeste I,4.0,Centro Oeste,2000.0,2000
2014.0,520490,Cesárea,60,520490.0,Campos Belos,9.0,Nordeste I,3.0,Nordeste,2014.0,2014
2006.0,521380,Vaginal,559,521380.0,Morrinhos,17.0,Sul,5.0,Centro Sudeste,2006.0,2006
2006.0,521440,Vaginal,83,521440.0,Nazário,1.0,Central,4.0,Centro Oeste,2006.0,2006
2021.0,521990,Cesárea,22,521990.0,São Francisco de Goiás,1.0,Central,4.0,Centro Oeste,2021.0,2021
2014.0,521830,Vaginal,513,521830.0,Posse,10.0,Nordeste II,3.0,Nordeste,2014.0,2014
2014.0,521970,Vaginal,118,521970.0,Santa Terezinha de Goiás,14.0,São Patrício I,1.0,Centro Norte,2014.0,2014
2015.0,520547,Vaginal,95,520547.0,Chapadão do Céu,8.0,Sudoeste II,2.0,Sudoeste,2015.0,2015
2015.0,520660,Cesárea,11,520660.0,Cumari,12.0,Estrada de Ferro,5.0,Centro Sudeste,2015.0,2015
2022.0,520650,Cesárea,3,520650.0,Cromínia,3.0,Centro Sul,5.0,Centro Sudeste,2022.0,2022
2000.0,521960,Vaginal,60,521960.0,Santa Tereza de Goiás,15.0,Norte,1.0,Centro Norte,2000.0,2000
2001.0,520860,Vaginal,832,520860.0,Goianésia,13.0,São Patrício II,1.0,Centro Norte,2001.0,2001
2021.0,520990,Cesárea,59,520990.0,Iaciara,10.0,Nordeste II,3.0,Nordeste,2021.0,2021
2021.0,521160,Cesárea,4,521160.0,Ivolândia,18.0,Oeste I,4.0,Centro Oeste,2021.0,2021
1994.0,521250,Vaginal,5763,521250.0,Luziânia,6.0,Entorno Sul,3.0,Nordeste,1994.0,1994
1994.0,520396,Vaginal,15,520396.0,Buritinópolis,10.0,Nordeste II,3.0,Nordeste,1994.0,1994
2007.0,520130,Vaginal,252,520130.0,Anicuns,1.0,Central,4.0,Centro Oeste,2007.0,2007
2001.0,522190,Vaginal,40,522190.0,Varjão,3.0,Centro Sul,5.0,Centro Sudeste,2001.0,2001
2001.0,522220,Vaginal,60,522220.0,Vila Boa,7.0,Entorno Norte,3.0,Nordeste,2001.0,2001
2002.0,521380,Vaginal,589,521380.0,Morrinhos,17.0,Sul,5.0,Centro Sudeste,2002.0,2002
2002.0,521570,Vaginal,245,521570.0,Palmeiras de Goiás,16.0,Oeste II,4.0,Centro Oeste,2002.0,2002
2008.0,521380,Vaginal,511,521380.0,Morrinhos,17.0,Sul,5.0,Centro Sudeste,2008.0,2008
1997.0,520357,Vaginal,21,520357.0,Bonópolis,15.0,Norte,1.0,Centro Norte,1997.0,1997
2019.0,521520,Cesárea,2,521520.0,Novo Brasil,18.0,Oeste I,4.0,Centro Oeste,2019.0,2019
2009.0,520735,Vaginal,23,520735.0,Edealina,3.0,Centro Sul,5.0,Centro Sudeste,2009.0,2009
1997.0,521950,Vaginal,86,521950.0,Santa Rosa de Goiás,1.0,Central,4.0,Centro Oeste,1997.0,1997
2003.0,521630,Vaginal,144,521630.0,Paranaiguara,2.0,Sudoeste I,2.0,Sudoeste,2003.0,2003
2009.0,521830,Vaginal,567,521830.0,Posse,10.0,Nordeste II,3.0,Nordeste,2009.0,2009
2010.0,521210,Vaginal,96,521210.0,Joviânia,17.0,Sul,5.0,Centro Sudeste,2010.0,2010
2020.0,521640,Cesárea,54,521640.0,Paraúna,16.0,Oeste II,4.0,Centro Oeste,2020.0,2020
2010.0,522015,Vaginal,66,522015.0,São Luíz do Norte,14.0,São Patrício I,1.0,Centro Norte,2010.0,2010
2017.0,521000,Vaginal,623,521000.0,Inhumas,1.0,Central,4.0,Centro Oeste,2017.0,2017
2011.0,520460,Vaginal,31,520460.0,Campestre de Goiás,1.0,Central,4.0,Centro Oeste,2011.0,2011
1998.0,522015,Vaginal,62,522015.0,São Luíz do Norte,14.0,São Patrício I,1.0,Centro Norte,1998.0,1998
2017.0,522150,Vaginal,48,522150.0,Turvânia,16.0,Oeste II,4.0,Centro Oeste,2017.0,2017
2017.0,522150,Cesárea,7,522150.0,Turvânia,16.0,Oeste II,4.0,Centro Oeste,2017.0,2017
2005.0,520357,Vaginal,52,520357.0,Bonópolis,15.0,Norte,1.0,Centro Norte,2005.0,2005
1999.0,520780,Vaginal,121,520780.0,Firminópolis,16.0,Oeste II,4.0,Centro Oeste,1999.0,1999
2018.0,520830,Vaginal,67,520830.0,Divinópolis de Goiás,9.0,Nordeste I,3.0,Nordeste,2018.0,2018
2011.0,522185,Cesárea,379,522185.0,Valparaíso de Goiás,6.0,Entorno Sul,3.0,Nordeste,2011.0,2011
2012.0,520393,Vaginal,21,520393.0,Buriti de Goiás,16.0,Oeste II,4.0,Centro Oeste,2012.0,2012
2012.0,520580,Vaginal,76,520580.0,Corumbá de Goiás,5.0,Pireneus,1.0,Centro Norte,2012.0,2012
2012.0,522130,Vaginal,20,522130.0,Três Ranchos,12.0,Estrada de Ferro,5.0,Centro Sudeste,2012.0,2012
2021.0,520480,Cesárea,41,520480.0,Campo Alegre de Goiás,12.0,Estrada de Ferro,5.0,Centro Sudeste,2021.0,2021
2014.0,521290,Cesárea,8,521290.0,Marzagão,12.0,Estrada de Ferro,5.0,Centro Sudeste,2014.0,2014
2015.0,520485,Cesárea,28,520485.0,Campo Limpo de Goiás,5.0,Pireneus,1.0,Centro Norte,2015.0,2015
2024.0,520620,Vaginal,570,520620.0,Cristalina,6.0,Entorno Sul,3.0,Nordeste,2024.0,2024
2025.0,520993,Vaginal,19,520993.0,Inaciolândia,17.0,Sul,5.0,Centro Sudeste,2025.0,2025
2015.0,520990,Vaginal,151,520990.0,Iaciara,10.0,Nordeste II,3.0,Nordeste,2015.0,2015
2024.0,521910,Cesárea,33,521910.0,Santa Bárbara de Goiás,1.0,Central,4.0,Centro Oeste,2024.0,2024
1994.0,521640,Vaginal,181,521640.0,Paraúna,16.0,Oeste II,4.0,Centro Oeste,1994.0,1994
2025.0,521350,Cesárea,14,521350.0,Monte Alegre de Goiás,9.0,Nordeste I,3.0,Nordeste,2025.0,2025
2022.0,521730,Vaginal,122,521730.0,Pirenópolis,5.0,Pireneus,1.0,Centro Norte,2022.0,2022
1996.0,520680,Vaginal,50,520680.0,Damolândia,1.0,Central,4.0,Centro Oeste,1996.0,1996
2007.0,521160,Vaginal,18,521160.0,Ivolândia,18.0,Oeste I,4.0,Centro Oeste,2007.0,2007
1997.0,520090,Vaginal,69,520090.0,Amorinópolis,18.0,Oeste I,4.0,Centro Oeste,1997.0,1997
2008.0,520460,Vaginal,34,520460.0,Campestre de Goiás,1.0,Central,4.0,Centro Oeste,2008.0,2008
2019.0,521300,Cesárea,91,521300.0,Maurilândia,2.0,Sudoeste I,2.0,Sudoeste,2019.0,2019
2019.0,522157,Cesárea,4,522157.0,Uirapuru,14.0,São Patrício I,1.0,Centro Norte,2019.0,2019
1997.0,522108,Vaginal,45,522108.0,Teresina de Goiás,9.0,Nordeste I,3.0,Nordeste,1997.0,1997
2003.0,521460,Vaginal,677,521460.0,Niquelândia,4.0,Serra da Mesa,1.0,Centro Norte,2003.0,2003
2020.0,520250,Vaginal,72,520250.0,Aruanã,11.0,Rio Vermelho,4.0,Centro Oeste,2020.0,2020
2009.0,520945,Vaginal,16,520945.0,Guarinos,14.0,São Patrício I,1.0,Centro Norte,2009.0,2009
2003.0,520890,Vaginal,456,520890.0,Goiás,11.0,Rio Vermelho,4.0,Centro Oeste,2003.0,2003
2020.0,520790,Cesárea,12,520790.0,Flores de Goiás,7.0,Entorno Norte,3.0,Nordeste,2020.0,2020
1998.0,520465,Vaginal,57,520465.0,Campinaçu,15.0,Norte,1.0,Centro Norte,1998.0,1998
2010.0,520340,Vaginal,80,520340.0,Bom Jardim de Goiás,18.0,Oeste I,4.0,Centro Oeste,2010.0,2010
2017.0,520050,Vaginal,12,520050.0,Aloândia,17.0,Sul,5.0,Centro Sudeste,2017.0,2017
2017.0,520060,Vaginal,133,520060.0,Alto Paraíso de Goiás,7.0,Entorno Norte,3.0,Nordeste,2017.0,2017
2004.0,520540,Vaginal,319,520540.0,Ceres,14.0,São Patrício I,1.0,Centro Norte,2004.0,2004
2020.0,521920,Cesárea,11,521920.0,Santa Cruz de Goiás,12.0,Estrada de Ferro,5.0,Centro Sudeste,2020.0,2020
2004.0,520910,Vaginal,484,520910.0,Goiatuba,17.0,Sul,5.0,Centro Sudeste,2004.0,2004
2010.0,521839,Vaginal,21,521839.0,Professor Jamil,3.0,Centro Sul,5.0,Centro Sudeste,2010.0,2010
2010.0,520980,Vaginal,29,520980.0,Hidrolina,4.0,Serra da Mesa,1.0,Centro Norte,2010.0,2010
2010.0,521960,Vaginal,27,521960.0,Santa Tereza de Goiás,15.0,Norte,1.0,Centro Norte,2010.0,2010
2022.0,520013,Vaginal,145,520013.0,Acreúna,2.0,Sudoeste I,2.0,Sudoeste,2022.0,2022
2004.0,521630,Vaginal,124,521630.0,Paranaiguara,2.0,Sudoeste I,2.0,Sudoeste,2004.0,2004
2017.0,522155,Vaginal,54,522155.0,Turvelândia,2.0,Sudoeste I,2.0,Sudoeste,2017.0,2017
2018.0,520800,Cesárea,422,520800.0,Formosa,7.0,Entorno Norte,3.0,Nordeste,2018.0,2018
2013.0,520145,Cesárea,3,520145.0,Aparecida do Rio Doce,2.0,Sudoeste I,2.0,Sudoeste,2013.0,2013
2013.0,521080,Cesárea,22,521080.0,Itajá,2.0,Sudoeste I,2.0,Sudoeste,2013.0,2013
1999.0,521890,Vaginal,247,521890.0,Rubiataba,14.0,São Patrício I,1.0,Centro Norte,1999.0,1999
2013.0,521910,Vaginal,70,521910.0,Santa Bárbara de Goiás,1.0,Central,4.0,Centro Oeste,2013.0,2013
2022.0,520215,Cesárea,21,520215.0,Araguapaz,11.0,Rio Vermelho,4.0,Centro Oeste,2022.0,2022
2022.0,520250,Vaginal,77,520250.0,Aruanã,11.0,Rio Vermelho,4.0,Centro Oeste,2022.0,2022
2024.0,520490,Cesárea,67,520490.0,Campos Belos,9.0,Nordeste I,3.0,Nordeste,2024.0,2024
2025.0,520505,Cesárea,8,520505.0,Castelândia,2.0,Sudoeste I,2.0,Sudoeste,2025.0,2025
2012.0,521565,Vaginal,17,521565.0,Palestina de Goiás,18.0,Oeste I,4.0,Centro Oeste,2012.0,2012
2012.0,521730,Vaginal,231,521730.0,Pirenópolis,5.0,Pireneus,1.0,Centro Norte,2012.0,2012
2021.0,520400,Cesárea,16,520400.0,Cabeceiras,7.0,Entorno Norte,3.0,Nordeste,2021.0,2021
2000.0,521680,Vaginal,138,521680.0,Petrolina de Goiás,1.0,Central,4.0,Centro Oeste,2000.0,2000
2024.0,520545,Vaginal,47,520545.0,Cezarina,3.0,Centro Sul,5.0,Centro Sudeste,2024.0,2024
2014.0,521390,Cesárea,4,521390.0,Mossâmedes,11.0,Rio Vermelho,4.0,Centro Oeste,2014.0,2014
2015.0,521400,Vaginal,180,521400.0,Mozarlândia,11.0,Rio Vermelho,4.0,Centro Oeste,2015.0,2015
2023.0,520750,Cesárea,22,520750.0,Estrela do Norte,15.0,Norte,1.0,Centro Norte,2023.0,2023
2024.0,520753,Cesárea,9,520753.0,Faina,11.0,Rio Vermelho,4.0,Centro Oeste,2024.0,2024
